Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power bhp,Max Torque Nm,Height_yj,Price_yj
MINI,3300000,2019,6400,Diesel,Automatic,Delhi,First,Individual,1496.0,FWD,3821.0,1727.0,1414.0,5.0,44.0,114.0,270.0,-1.9984014443252818e-15,1.4248311011231158
Renault,690000,2016,35000,Diesel,Automatic,Delhi,Second,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,108.0,248.0,1.0269562977782698e-15,-0.2496525696279369
Maruti Suzuki,894999,2019,46000,Diesel,Automatic,Mumbai,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0,6.38378239159465e-16,0.05429740057974087
Skoda,550000,2016,83000,Diesel,Manual,Chandigarh,First,Individual,1598.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,105.0,250.0,-1.1934897514720433e-15,-0.5236653086149117
Ford,399000,2013,54000,Diesel,Manual,Mumbai,Third,Individual,1498.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,89.0,204.0,1.0824674490095276e-15,-0.9264177819239353
Kia,1275000,2020,42000,Petrol,Manual,Ahmedabad,First,Individual,1497.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,113.0,144.0,6.661338147750939e-16,0.4506715571641228
Maruti Suzuki,825000,2018,48174,Diesel,Manual,Thane,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0,6.38378239159465e-16,-0.039690907540739936
Ford,585000,2016,62591,Diesel,Manual,Mumbai,First,Individual,1498.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,99.0,205.0,6.938893903907228e-16,-0.44827012503576896
Honda,675000,2017,48650,Petrol,Automatic,Mumbai,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0,-2.498001805406602e-16,-0.275836649101891
Maruti Suzuki,795000,2017,52245,Diesel,Manual,Pune,First,Individual,1248.0,FWD,4300.0,1785.0,1595.0,5.0,48.0,89.0,200.0,2.498001805406602e-16,-0.08279026448147979
Hyundai,611000,2017,65000,Diesel,Manual,Other,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,89.0,220.0,-6.661338147750939e-16,-0.39551127020080945
Maruti Suzuki,650000,2019,44710,Petrol,Manual,Pune,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0,-3.885780586188048e-16,-0.3209832210735394
Renault,390000,2013,62000,Diesel,Manual,Lucknow,First,Individual,1461.0,FWD,4618.0,1813.0,1488.0,5.0,67.0,108.0,240.0,-9.159339953157541e-16,-0.9557308051558775
Audi,2400000,2017,59267,Diesel,Automatic,Kolkata,First,Individual,1968.0,FWD,4726.0,1842.0,1427.0,5.0,54.0,188.0,400.0,-1.7763568394002505e-15,1.1127284937851845
Maruti Suzuki,385000,2011,69000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,85.0,114.0,-3.885780586188048e-16,-0.9723503683653725
Maruti Suzuki,450000,2017,75000,Petrol,Manual,Kanpur,First,Commercial Registration,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,83.0,115.0,-1.1102230246251565e-16,-0.7733853845356201
Hyundai,649000,2020,52236,Petrol,Manual,Udupi,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.3228300016927441
Skoda,3499000,2020,47000,Diesel,Automatic,Mumbai,First,Individual,1498.0,FWD,4697.0,1882.0,1665.0,7.0,63.0,116.0,200.0,8.049116928532385e-16,1.480741739159915
Audi,2900000,2019,15530,Diesel,Automatic,Other,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0,-1.970645868709653e-15,1.299845700924678
Maruti Suzuki,400000,2014,64000,Diesel,Manual,Agra,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0,-1.1102230246251565e-16,-0.9232072890217987
Hyundai,599000,2020,35000,Petrol,Automatic,Kolkata,First,Individual,1197.0,FWD,3805.0,1680.0,1520.0,5.0,37.0,82.0,114.0,-4.996003610813204e-16,-0.4195375462274863
Toyota,2980000,2019,92000,Diesel,Manual,Lucknow,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,420.0,1.7486012637846216e-15,1.3263535478366821
Audi,3500000,2018,18000,Petrol,Automatic,Mumbai,First,Individual,1395.0,FWD,4726.0,1842.0,1427.0,5.0,54.0,148.0,250.0,-1.7763568394002505e-15,1.4810134856263766
Honda,400000,2016,50000,Petrol,Manual,Kolkata,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0,-2.498001805406602e-16,-0.9232072890217987
Audi,745000,2013,72000,Diesel,Automatic,Gurgaon,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,-0.15890538756509542
Maruti Suzuki,445000,2018,71000,Petrol,Manual,Ludhiana,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.7874937995020878
Mahindra,1475000,2021,12000,Diesel,Manual,Ludhiana,First,Individual,2184.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,130.0,300.0,1.7763568394002505e-15,0.6083438962052242
Toyota,2800000,2016,93000,Diesel,Automatic,Mohali,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0,1.7486012637846216e-15,1.2655160163021122
Hyundai,190000,2013,63000,Petrol,Manual,Ludhiana,Second,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,56.0,75.0,-7.494005416219807e-16,-1.9285558930211706
Maruti Suzuki,600000,2020,10000,Petrol,Manual,Meerut,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0,-3.885780586188048e-16,-0.41751452272798617
Kia,1835000,2020,33828,Diesel,Automatic,Mumbai,First,Individual,1493.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,114.0,250.0,6.661338147750939e-16,0.8388047068539874
Maruti Suzuki,550000,2019,48000,Other,Manual,Mumbai,First,Individual,998.0,FWD,3655.0,1620.0,1675.0,5.0,60.0,58.0,78.0,8.881784197001252e-16,-0.5236653086149117
Maruti Suzuki,715000,2017,71000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0,6.38378239159465e-16,-0.20741997245669505
Mahindra,2540000,2022,18000,Diesel,Automatic,Delhi,First,Individual,2184.0,FWD,4695.0,1890.0,1755.0,7.0,60.0,182.0,450.0,1.3877787807814457e-15,1.169300281658876
Maruti Suzuki,525000,2019,50000,Other,Manual,Delhi,First,Individual,998.0,FWD,3655.0,1620.0,1675.0,5.0,60.0,58.0,78.0,8.881784197001252e-16,-0.5809425531773481
Hyundai,425000,2015,48000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.845788031380526
Hyundai,795000,2022,4000,Petrol,Automatic,Kanpur,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,87.0,115.0,-6.661338147750939e-16,-0.08279026448147979
Honda,269000,2010,73000,Petrol,Manual,Delhi,Second,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,118.0,146.0,-9.992007221626409e-16,-1.4461614805108565
Hyundai,565000,2014,68000,Diesel,Manual,Lucknow,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,128.0,260.0,-1.0547118733938987e-15,-0.4907030866909621
Hyundai,529000,2015,57654,Petrol,Manual,Zirakpur,First,Individual,1197.0,FWD,3995.0,1760.0,1555.0,5.0,45.0,82.0,115.0,-1.1102230246251565e-16,-0.5715721500382953
Volkswagen,360000,2012,80000,Diesel,Manual,Chandigarh,Second,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,-1.05930435097033
Maruti Suzuki,975000,2019,41792,Petrol,Manual,Pune,First,Individual,1462.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,103.0,138.0,1.0547118733938987e-15,0.15197372144689272
BMW,2600000,2017,41000,Diesel,Automatic,Hyderabad,First,Individual,1995.0,FWD,4439.0,1821.0,1612.0,5.0,51.0,188.0,400.0,3.885780586188048e-16,1.1924685475250794
Kia,1550000,2019,17000,Petrol,Manual,Bangalore,First,Individual,1353.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,138.0,242.0,6.661338147750939e-16,0.6612935378378736
Tata,1275000,2021,18000,Other,Automatic,Hyderabad,First,Individual,1498.0,FWD,3993.0,1677.0,1532.0,5.0,50.0,116.0,200.0,-3.608224830031759e-16,0.4506715571641228
Maruti Suzuki,600000,2018,32000,Petrol,Manual,Mohali,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0,-7.494005416219807e-16,-0.41751452272798617
Toyota,1650000,2018,25914,Petrol,Automatic,Pune,First,Corporate,1798.0,FWD,4620.0,1775.0,1475.0,5.0,55.0,138.0,173.0,-1.0547118733938987e-15,0.727526484532319
Jaguar,3350000,2014,49235,Diesel,Automatic,Bangalore,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,1.4392330208203523
Mahindra,994999,2016,105000,Diesel,Automatic,Mumbai,Second,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,330.0,1.5265566588595902e-15,0.17496983476817707
Maruti Suzuki,675000,2016,45000,Diesel,Manual,Jalandhar,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0,6.38378239159465e-16,-0.275836649101891
Maruti Suzuki,455000,2014,30183,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,85.0,114.0,-1.1102230246251565e-16,-0.7594542211658295
Volkswagen,375000,2012,78000,Diesel,Manual,Raipur,Third,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,-1.006338782770547
BMW,4700000,2022,13120,Petrol,Automatic,Pune,First,Individual,1998.0,FWD,4447.0,1821.0,1598.0,5.0,51.0,189.0,280.0,2.7755575615628914e-16,1.755735700949202
Hyundai,700000,2014,64000,Petrol,Manual,Dehradun,First,Individual,1797.0,FWD,4530.0,1775.0,1470.0,5.0,56.0,147.0,177.0,-1.1379786002407855e-15,-0.23255378532136559
Maruti Suzuki,590000,2015,39000,Petrol,Manual,Delhi,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,91.0,130.0,-9.43689570931383e-16,-0.4379195190543026
Nissan,490000,2014,56918,Petrol,Automatic,Coimbatore,Second,Individual,1198.0,FWD,3825.0,1665.0,1530.0,5.0,41.0,76.0,104.0,-3.885780586188048e-16,-0.6665684207380345
Maruti Suzuki,695000,2018,55000,Diesel,Automatic,Delhi,First,Individual,1248.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,74.0,190.0,-5.828670879282072e-16,-0.24106818479651262
Hyundai,1025000,2019,42000,Diesel,Manual,Mumbai,First,Individual,1396.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,89.0,220.0,3.608224830031759e-16,0.20849855396471584
Volkswagen,3375000,2021,25000,Petrol,Automatic,Mumbai,First,Individual,1984.0,AWD,4701.0,1839.0,1674.0,7.0,60.0,188.0,320.0,8.881784197001252e-16,1.446342549700338
Toyota,2250000,2019,28000,Diesel,Manual,Pune,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,8.0,55.0,148.0,343.0,1.582067810090848e-15,1.0477902194000024
Mercedes-Benz,2650000,2018,43000,Diesel,Automatic,Mumbai,Second,Individual,2143.0,FWD,4424.0,1804.0,1494.0,5.0,50.0,134.0,300.0,-8.326672684688674e-16,1.2113154685943162
Maruti Suzuki,715000,2021,16000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0,-7.494005416219807e-16,-0.20741997245669505
Hyundai,1200000,2019,27657,Diesel,Automatic,Kolkata,Second,Individual,1582.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,126.0,260.0,8.049116928532385e-16,0.3841319834872271
Honda,445000,2012,111000,Petrol,Manual,Other,First,Individual,1497.0,FWD,4440.0,1695.0,1485.0,5.0,42.0,116.0,146.0,-9.43689570931383e-16,-0.7874937995020878
Mercedes-Benz,1850000,2016,37600,Diesel,Automatic,Pune,First,Individual,2143.0,FWD,4299.0,1780.0,1433.0,4.0,50.0,134.0,300.0,-1.6930901125533637e-15,0.8472625660749162
Maruti Suzuki,665000,2017,48000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,74.0,190.0,-7.494005416219807e-16,-0.2936632708644274
Hyundai,1090000,2019,37000,Diesel,Manual,Hyderabad,First,Individual,1396.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,89.0,220.0,8.049116928532385e-16,0.27746083275911165
Audi,2400000,2017,81802,Diesel,Automatic,Nashik,Second,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0,-1.3600232051658168e-15,1.1127284937851845
Hyundai,1085000,2018,45915,Diesel,Automatic,Mumbai,First,Individual,1582.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,126.0,260.0,-1.0547118733938987e-15,0.27232419141075054
Hyundai,2140000,2021,24000,Petrol,Automatic,Mumbai,First,Individual,1999.0,FWD,4500.0,1790.0,1675.0,6.0,50.0,157.0,191.0,8.881784197001252e-16,0.9969552638552271
Honda,795000,2019,22224,Petrol,Automatic,Pune,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,89.0,110.0,-7.216449660063518e-16,-0.08279026448147979
Maruti Suzuki,1080000,2021,38000,Other,Manual,Delhi,First,Individual,1373.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,94.0,130.0,9.71445146547012e-16,0.26716054503915876
Honda,628000,2018,53848,Petrol,Manual,Delhi,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,89.0,110.0,-7.216449660063518e-16,-0.3623778578201921
BMW,1550000,2013,104264,Diesel,Automatic,Hyderabad,Second,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,188.0,400.0,-1.7486012637846216e-15,0.6612935378378736
Mercedes-Benz,2400000,2016,61159,Petrol,Automatic,Mumbai,Second,Individual,1991.0,RWD,4879.0,1854.0,1474.0,5.0,80.0,184.0,300.0,-1.0824674490095276e-15,1.1127284937851845
Honda,595000,2015,72000,Petrol,Manual,Meerut,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,-0.4276682436243619
Other,3450000,2016,29000,Diesel,Automatic,Delhi,First,Individual,2179.0,AWD,4465.0,1900.0,1635.0,5.0,57.0,188.0,420.0,5.828670879282072e-16,1.4673168215265755
Honda,819999,2018,42000,Petrol,Manual,Chennai,First,Individual,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,89.0,110.0,3.3306690738754696e-16,-0.04675050995368119
Audi,1490000,2012,40000,Diesel,Automatic,Raipur,First,Individual,1968.0,AWD,4629.0,1898.0,1653.0,5.0,75.0,174.0,380.0,7.216449660063518e-16,0.6191754136044142
Mahindra,950000,2020,57400,Diesel,Manual,Agra,First,Individual,1497.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,115.0,300.0,5.273559366969494e-16,0.1224605205392139
Mercedes-Benz,4950000,2021,12400,Petrol,Automatic,Pune,First,Individual,1991.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,201.0,300.0,-1.5543122344752192e-15,1.8028879445773847
Jeep,2950000,2021,38000,Diesel,Automatic,Pune,First,Individual,1956.0,AWD,4405.0,1818.0,1640.0,5.0,60.0,168.0,350.0,6.38378239159465e-16,1.3165090548859337
MG,1625000,2019,7000,Petrol,Automatic,Pune,First,Individual,1451.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,141.0,250.0,1.3877787807814457e-15,0.7114050352593905
Toyota,1290000,2012,121000,Diesel,Manual,Ludhiana,Second,Individual,2982.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,343.0,1.8041124150158794e-15,0.4634448780393999
Toyota,625000,2015,76000,Diesel,Manual,Pune,First,Individual,1364.0,FWD,3775.0,1695.0,1510.0,5.0,45.0,67.0,170.0,-6.38378239159465e-16,-0.36815022490054655
Mahindra,1490000,2018,50000,Diesel,Manual,Chennai,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,330.0,1.5265566588595902e-15,0.6191754136044142
Hyundai,325000,2013,46721,Petrol,Automatic,Thane,Second,Individual,1197.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,80.0,111.0,-1.6653345369377348e-16,-1.1933249721145225
Mahindra,1190000,2017,41470,Diesel,Automatic,Delhi,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,330.0,1.5265566588595902e-15,0.37490351743557665
Honda,1138000,2018,6000,Petrol,Automatic,Mumbai,First,Corporate,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,0.3254489877077002
Audi,4250000,2021,17000,Petrol,Automatic,Mumbai,First,Individual,1798.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,170.0,320.0,-1.7763568394002505e-15,1.6631988454407258
Honda,365000,2014,31000,Petrol,Manual,Other,First,Individual,1198.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,87.0,109.0,-7.494005416219807e-16,-1.0413744941613883
Chevrolet,475000,2014,73265,Diesel,Automatic,Delhi,Second,Individual,1998.0,FWD,4597.0,1788.0,1477.0,5.0,60.0,164.0,380.0,-1.0269562977782698e-15,-0.7054213835920488
Hyundai,1225000,2019,47000,Diesel,Manual,Jalandhar,First,Individual,1582.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,126.0,260.0,8.049116928532385e-16,0.4068254571736148
Maruti Suzuki,725000,2017,42000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,89.0,200.0,9.71445146547012e-16,-0.19099512632184237
Mercedes-Benz,2450000,2017,25000,Diesel,Automatic,Mumbai,Second,Individual,2143.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,134.0,300.0,-8.326672684688674e-16,1.1333540213634372
Maruti Suzuki,695000,2018,68818,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,82.0,113.0,-5.828670879282072e-16,-0.24106818479651262
Toyota,2200000,2018,57000,Diesel,Automatic,Pune,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,172.0,360.0,1.582067810090848e-15,1.0250422175738738
Honda,950000,2020,39000,Diesel,Automatic,Ludhiana,First,Individual,1498.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,79.0,160.0,-7.216449660063518e-16,0.1224605205392139
Toyota,2598000,2022,12050,Petrol,Automatic,Delhi,First,Individual,2694.0,RWD,4735.0,1830.0,1795.0,7.0,65.0,164.0,245.0,1.582067810090848e-15,1.191706111512408
Honda,585000,2017,24100,Petrol,Manual,Mumbai,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0,-2.498001805406602e-16,-0.44827012503576896
Ford,434999,2017,23000,Petrol,Manual,Delhi,First,Individual,1196.0,FWD,3995.0,1695.0,1525.0,5.0,42.0,87.0,112.0,-4.440892098500626e-16,-0.8162625930014354
Maruti Suzuki,910000,2019,76000,Diesel,Manual,Hyderabad,First,Individual,1498.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,94.0,225.0,-9.43689570931383e-16,0.07335139613075131
Maruti Suzuki,565000,2020,47000,Petrol,Manual,Hyderabad,First,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.4907030866909621
Toyota,1050000,2021,1910,Petrol,Automatic,Varanasi,First,Individual,1462.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,103.0,138.0,6.38378239159465e-16,0.2355962752016608
Hyundai,990000,2019,23000,Diesel,Manual,Ahmedabad,First,Individual,1396.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,89.0,224.0,5.551115123125783e-16,0.1692712911637284
Audi,2590000,2020,36978,Diesel,Automatic,Chandigarh,Second,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0,-1.970645868709653e-15,1.1886496750265738
Mahindra,1000000,2016,33000,Diesel,Manual,Other,First,Individual,2179.0,AWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,330.0,1.5265566588595902e-15,0.18063815476331296
Hyundai,254999,2012,18954,Petrol,Manual,Patna,First,Individual,1086.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,68.0,99.081,-1.6653345369377348e-16,-1.518826894229066
Hyundai,598000,2015,58200,Petrol,Automatic,Navi Mumbai,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0,-1.0547118733938987e-15,-0.4215644162661748
Mahindra,850000,2018,83000,Diesel,Manual,Jalandhar,First,Individual,1493.0,RWD,3995.0,1745.0,1880.0,7.0,50.0,70.0,195.0,1.942890293094024e-15,-0.005115297725002817
Hyundai,560000,2016,80000,Diesel,Manual,Ambala Cantt,Second,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,89.0,220.0,-6.661338147750939e-16,-0.5015787226801528
Audi,975000,2011,75000,Diesel,Automatic,Lucknow,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,177.0,380.0,-1.7763568394002505e-15,0.15197372144689272
Audi,2600000,2017,64000,Diesel,Automatic,Chennai,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0,-1.970645868709653e-15,1.1924685475250794
Skoda,745000,2016,117048,Diesel,Manual,Hyderabad,First,Individual,1598.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,105.0,250.0,-1.1934897514720433e-15,-0.15890538756509542
Hyundai,495000,2017,47000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.6539173316657143
Audi,2450000,2018,43290,Petrol,Automatic,Pune,First,Individual,1798.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,178.0,250.0,-1.970645868709653e-15,1.1333540213634372
Honda,250000,2013,70000,Petrol,Manual,Dehradun,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,-1.5458785760569431
Mercedes-Benz,2850000,2016,7000,Diesel,Automatic,Delhi,First,Individual,2143.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,168.0,400.0,-1.5543122344752192e-15,1.282852190919363
Toyota,1075000,2013,125000,Diesel,Automatic,Delhi,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,360.0,1.8041124150158794e-15,0.26196962565685
Jaguar,2650000,2015,62645,Diesel,Automatic,Hyderabad,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,1.2113154685943162
Audi,1500000,2014,69000,Diesel,Automatic,Mohali,First,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,177.0,380.0,-1.3600232051658168e-15,0.6263277240982329
Jaguar,2800000,2011,70662,Petrol,Automatic,Pune,Second,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,1.2655160163021122
Toyota,325000,2011,101347,Petrol,Manual,Pune,Third,Individual,1496.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,90.0,132.0,-6.38378239159465e-16,-1.1933249721145225
Mahindra,1485000,2021,36700,Diesel,Manual,Chennai,First,Individual,1497.0,FWD,4585.0,1866.0,1774.0,8.0,45.0,121.0,300.0,1.4710455076283324e-15,0.6155787468825861
Audi,1800000,2014,76529,Diesel,Automatic,Pune,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0,-1.970645868709653e-15,0.8187599138738402
Toyota,1290000,2014,85000,Diesel,Manual,Bangalore,Second,Individual,2494.0,RWD,4585.0,1760.0,1760.0,7.0,55.0,100.0,200.0,1.3877787807814457e-15,0.4634448780393999
Nissan,600000,2016,99000,Diesel,Manual,Chennai,First,Individual,1461.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,84.0,200.0,8.604228440844963e-16,-0.41751452272798617
Hyundai,436000,2014,37959,Petrol,Automatic,Delhi,Second,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,79.0,112.0,-4.996003610813204e-16,-0.8133493968922089
Toyota,4300000,2021,60000,Diesel,Automatic,Chandigarh,First,Individual,2755.0,AWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0,1.7486012637846216e-15,1.6740188331146786
Datsun,270000,2017,27000,Petrol,Manual,Lucknow,First,Individual,1198.0,FWD,3785.0,1635.0,1485.0,5.0,35.0,67.0,104.0,-9.43689570931383e-16,-1.4411369495043846
Chevrolet,320000,2011,75000,Diesel,Manual,Kanpur,Second,Individual,1991.0,FWD,4597.0,1788.0,1477.0,5.0,60.0,150.0,327.0,-1.0269562977782698e-15,-1.2138062378016143
Hyundai,1911000,2022,1300,Petrol,Automatic,Delhi,First,Individual,1353.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,138.0,242.0,5.828670879282072e-16,0.8808714791357657
Mercedes-Benz,3900000,2019,33000,Diesel,Automatic,Delhi,First,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,192.0,400.0,-1.5543122344752192e-15,1.5831563409732023
Volvo,2000000,2016,6000,Diesel,Automatic,Mumbai,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,150.0,350.0,-1.304512053934559e-15,0.9277780605242502
Hyundai,465000,2019,19000,Petrol,Automatic,Kolkata,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,35.0,68.0,99.0,-5.551115123125783e-17,-0.7321072360118279
Honda,875000,2019,58618,Petrol,Manual,Pune,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,0.0283220974306389
MINI,3200000,2017,10500,Petrol,Automatic,Mumbai,First,Individual,1998.0,FWD,3850.0,1727.0,1414.0,4.0,44.0,189.0,280.0,-1.9984014443252818e-15,1.3952675758795483
